,doc_id,content,person_matched,company_matched,split_sentence_index
10,2023122121770324809&&3,在最近发布的2023胡润百富榜中，赵长鹏凭借着450亿人民币（约港币502亿港元）的身家位列第97位。与最高峰时期相比，他的财富已经蒸发了5898亿人民币,['Brian Tsuchida'],['CFTC'],3
11,2023122521782217251&&0,"美智光电终止上市。美的集团回应:主动调整。美的集团(000333.SZ)控股子公司美智光电再度终止上市。据深交所12月23日公告的信息,由于美智光电12月19日申请撤回上市申请文件,深交所决定终止(对)其首次公开发行股票(IPO)并在创业板上市的审核。12月25日,美的集团董事会秘书江鹏向第一财经记者表示,此次美智光电终止上市是美的集团基于目前的市场环境做出的主动调整。对于下一步美智光电是否还会找机会谋求上市,江鹏称,将根据市场和美的集团的实际情况来再做决定。2022年7月,美智光电曾撤回首次上市申请。2023年4月19日,美智光电第二次递交招股说明书,并于当天收到深交所的受理通知,美的集团4月21日发布了相关公告。江鹏表示,由于此次深交所已有公告,因此美的集团不会就美智光电终止上市出单独的公告。美智光电此次IPO曾预计融资5.0636亿元。时隔八个月,美智光电撤回了第二次上市申请。一位LED行业的资深人士对记者表示,大概是行情不好,这时候融资不容易",['何享健'],['美的控股'],0
12,2023122521782217251&&1,"另一位LED行业观察人士张宏标也分析说,国内LED照明上市公司这两年增加了不少,此次美智光电终止IPO,估计是在目前的经济环境下,估值的倍数与预期有差距。照明、智能前装市占率不高 。深交所于今年5月、8月就美智光电IPO发出过两轮的审核问询函(下称问询函)。美智光电方面7月20日曾对深交所第一轮审核问询函进行了回复。问询函就美智光电的成长性、市场地位提出了疑问。美智光电的智能前装产品中,智能开关2022年国内线上销量为195.1万件、销售额1.62亿元,2021年精装修市场智能开关配套规模为42.7万套,市场规模相对较小。2022年,美智光电营业收入较2021年有所下降,智能前装产品销售金额下降较多,作为主力的浴霸类产品2022年销售金额增速放缓。美智光电称,预计2022年中国LED照明市场规模达10085亿元,行业向智能照明方向过渡。2022年中国智能照明市场规模398亿元,近五年的年复合增长率达22.04%。在智能前装行业,智能面板2022年国内线上销售额达1.62亿元。智能门锁2022年国内销量达1760万套、市场规模134亿元",['何享健'],['美的控股'],1
13,2023122521782217251&&2,"美智光电认为,照明市场大且竞争较为分散,将依靠创新来确保照明业务持续增长。智能面板、智能门锁市场发展较快,将积极拓展,确保持续增长。至于市场占有率,美智光电引用天猫、京东的销售额排名和销售额占比称,2022年其照明类排名第六,市场占有率2.28%。智能前装类排名第十四,市场占有率0.58%。对于浴霸收入增速放缓、智能前装销售金额下降的原因,美智光电解释称,浴霸方面,房地产业下行导致其浴霸产品2022年线下工程经销渠道收入同比下滑29.61%。而其浴霸线上直销增长基数较小,2020年、2021年、2022年收入分别为581.45万元、6562.39万元、1.67亿元。智能前装方面,2021年四季度停止线控器业务,使2022年智能前装业务收入同比下降24.61%至2亿元。剔除线控器后,其2020年、2021年、2022年智能前装产品收入为1.86亿元、1.9亿元、2亿元。LED行业复苏缓慢 。问询函另一个关注点是美智光电的独立性和客户稳定性,因其线上销售使用美的集团的线上店铺,还问到美智光电对美的置业、碧桂园的销售情况",['何享健'],['美的控股'],2
14,2023122521782217251&&3,"美智光电称,公司成立于2001年,早期从事荧光灯、节能灯等传统照明产品的生产及销售,2010年被美的集团收购,成为美的集团旗下唯一一家从事照明业务的子公司。2012年纳入美的中央空调事业部下进行管理。2013年至2015年开始转型做LED照明,并开始拓展开关插座等传统前装产品,2018年至2019年,美的集团战略调整,将智能面板、智能门锁、智能网关等业务合并整合至美智光电,使公司智能前装产品矩阵初步形成。2020年,公司进入高速发展期,启动分拆上市准备工作,变为美的集团创新业务中的独立主体之一。渠道方面,美智光电称,新开设多个线上自有店铺,2020年、2021年和2022年使用美的集团线上渠道销售金额在其线上直销收入占比分别为 74.61%、29%和 19.67%,呈大幅下降趋势。已注册自有品牌的商标,预计2024年将在台灯等移动灯具品类推出自有品牌产品。何享健旗下的美的置业(03990.HK)是美智光电的主要客户之一,美智光电2020年、2021年、2022年对美的置业的销售收入占其当期主营业务收入的16.78%、14.3%和14.21%",['何享健'],['美的控股'],3
15,2023122521782217251&&4,"碧桂园(02007.HK)也是美智光电的重要客户,美智光电2020年、2021年、2022年销往碧桂园的金额分别为1.5867亿元、1.595亿元和9229万元。美智光电表示,房地产等下游市场景气度变动,使其前五大客户变动较大且客户集中度逐步下滑。2022年,碧桂园的收入同比下滑17.72%,美智光电销往碧桂园的金额同比减少42%。2022年,美的置业的收入同比下滑0.1%,美智光电销往美的置业的金额同比减少1.92%。问询函还询问了募投项目达产情况和产能过剩风险。对此,美智光电表示,将新建照明、智能家居产品等生产线,建成后可年产照明及智能前装产品 915 万台,将逐步以自制代替OEM。美智光电认为,自制产能还有较大提升空间,预计未来产能过剩风险较小。事实上,今年LED业的复苏没有预想快。据LED芯片龙头企业三安光电(600703.SH)的2023年半年报,2023 年上半年,全球经济复苏动能不足,LED 终端市场消费需求低迷。 中国照明电器协会数据显示,2023 年 1-6 月,中国照明产品出口总额约 277 亿美元,同比下降约 5%",['何享健'],['美的控股'],4
16,2023122521782217251&&5,"尽管在照明赛道的子公司美智光电终止了IPO,但是美的集团创新业务板块中,以智慧物流为主业的子公司安得智联今年7月已启动上市辅导。12月19日,安得智联向安徽证监局提交辅导备案。何享健旗下的美的控股已直接、间接控股了美的集团、合康新能(300048.SZ)、科陆电子(002121.SZ)、万东医疗(600055.SH)、美的置业等多家上市公司,他下一个IPO项目将从美智光电变为安得智联",['何享健'],['美的控股'],5
17,2023122700002616646&&0,复星旅游文化（０１９９２）执董兼副董事长辞任，上周五生效。 　　《经济通通讯社２７日专讯》复星旅游文化（０１９９２）公布，Ｈｅｎｒｉ　。 Ｇｉｓｃａｒｄ　ｄ’Ｅｓｔａｉｎｇ近日请辞执行董事、副董事长、战略委员会成员，以及董。 事会环境、社会及管治委员会成员，但将留任联席首席执行官等职务，自本月２２日生效。 　　该集团指，他作为Ｃｌｕｂ　Ｍｅｄ总裁，想投入更多时间及精力于Ｃｌｕｂ　Ｍｅｄ业务。 ，他已确认与董事会并无分歧，亦无有关辞任事宜须股东及香港联合交易所垂注。至于执行董事。 蔡贤安已获委任为环境、社会及管治委员会成员，自上周五（２２日）起生效。（ｗｈ）,[],[],0
18,2024011221780011966&&0,迈越科技(02501):戴恬俏辞任联席公司秘书及财务总监。  迈越科技 公布，戴恬俏因其他个人事务已辞任公司联席公司秘书及财务总监，自今日起生效。  集团宣布，杨光伟已获委任为联席公司秘书，以接替戴恬俏，自今日起生效，而李海薇将继续担任公司另一位联席公司秘书。  集团指，公司亦正在物色合适人选以任命为财务总监。 《经济通通讯社12日专讯》 。 【订阅有赏】订阅健康好人生YouTube频道 赏你etnet 30周年珍藏版2024年历卡 + etnet精美笔记本。 ► 火速行动,"['李海薇', '戴恬']",[],0
19,2024011500003730678&&0,【企业盈警】易点云（02416）料全年亏损最多逾9亿人币。　　《经济通通讯社15日专讯》易点云（02416）公布，预期截至去年12月31日止年度亏损及全面亏损总额介乎约8.7亿至9.1亿元（人民币．下同），较截至2022年度亏损及全面亏损总额扩大约42.2%至48.8%。该集团预计于2023年度经调整净利润将介乎约1000万至2000万元，按年下降约85.2%至92.6%，预计收入将介乎约12.4亿至13.2亿元，按年下降约3.8%至9.6%,[],[],0
20,2024011500003758292&&0,《神州民企》百得利（06909）执董兼首席财务官邹国强辞任。　　《经济通通讯社15日专讯》百得利（06909）公布，邹国强已辞任执行董事、公司秘书、授权代表以及首席财务官，自昨日起生效。该集团指，梁志杰已获委任为公司秘书及授权代表，自昨天起生效,[],"['百得利', '神州民企']",0
21,2024011621769483987&&0,【高息股】百度被传与中国军方合作急插后急否认，惟制裁风险仍惹忧虑。嘉宾：辉立证券董事 黄玮杰。百度(09888)上日（15日）股价最多跌一成二，更一度失守红底，据报有内地解放军相关的研究室已与百度文心模型合作，市场忧虑百度会成为美国潜在制裁对象，百度昨晚出公告再度否认，指未与任何机构进行任何业务合作或提供任何定制服务，股价上日属跌过龙。百度今早（16日）曾弹约4％，黄玮杰指出，股价受市场情绪驱动，美国制裁仍然为百度的负面因素之一，由于不确定因素仍未明朗，暂不建议入手部署搏反弹，若投资者真要博反弹，就以99元作止蚀参考。立即去片：https://www.youtube.com/watch。v=nBPB7jnzMiE。【订阅有赏】25度生活YouTube频道 暖暖冬日赏你etnet 30周年珍藏版2024年历卡 + keroppi加大版毛毯。► 立即订阅,[],['百度'],0
22,2024011721776510207&&0,鼎丰集团（06878）清盘呈请聆讯押后至不早于5月6日。　　《经济通通讯社17日专讯》鼎丰集团（06878）法院昨日颁令原定于2024年1月22日清盘呈请书聆讯押后至不早于2024年5月6日举行，以待公司获悉有关建议债务安排的申请结果。（rh）,[],[],0
23,2024011900009502232&&0,统一受累食品销售下跌。统一（00220）今年以来累跌16.2%，昨日逆市再跌2.7%报4.65元。公司生产方便面等食品，及茶、果汁、奶茶咖啡、包装水等饮料。富瑞估计2023年下半年以来，方便面及饮料的消费需求低于先前预期，故下调2023年至2025年盈利增长预测2至15%。预计消费降级下，产品均价只有非常温和增长，故下调毛利率预测。食品业务方面，该行估计2023年下半年销售下跌11%（上半年跌9%），预计方便面销售进一步下降。该行估计第三季统一食品业务销售录高单位数下跌，趋势于10月及11月恶化，因疫后重开，方便面需求正常化，估计12月销售情况更差，全季录双位数下跌。统一3月6日公布业绩，根据彭博综合券商预测，2023年全年收入增4%，盈利增24%。花旗引述统一管理层指，其首要确保2024年收入增长高单位数。预计大部分原料成本下降，毛利率可按年增长。公司饮料业务的竞争对手在2023年下半年未有调整售价，统一2024年未有加价计划。统一去年9月以来多次于5.6元遇阻，近日跌穿前浪底4.92元，成交增加，按量度跌幅或下试4.2元附近，短期宜先观望。﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏,[],"['富瑞', '花旗']",0
24,2024012321776988246&&0,长汽（2333）业绩快报：全年纯利增15.2%至70亿人币。  《经济通通讯社23日专讯》长城汽车（02333）（沪：601633）发布业绩快报，根据《中国企业会计准则》，2023年全年纯利为70.08亿元（人民币．下同），较2022年度下跌15.22%。基本每股收益0.83元。  …,[],[],0
25,2024012321778032306&&0,长汽（2333）业绩快报：全年纯利增15.2%至70亿人币。　　《经济通通讯社23日专讯》长城汽车（02333）（沪：601633）发布业绩快报，根据《中国企业会计准则》，2023年全年纯利为70.08亿元（人民币．下同），较2022年度下跌15.22%。基本每股收益0.83元,[],[],0
26,2024013100004094597&&0,【企业盈警】柏能集团（０１２６３）料去年纯利跌９２％。 　　《经济通通讯社３１日专讯》柏能集团（０１２６３）公布，预期截至去年１２月３１日止。 年度溢利约６０００万元，下跌约９１﹒５％。 　　该集团指，纯利下跌主因宏观经济环境持续影响电脑产品需求。此外，该集团正考虑作出潜。 在或然负债拨备最多约２５００万美元，有关拨备可能于该集团去年度综合财务报表中作出。该。 拨备是由于就进口至美国若干产品的适当归类，以及按照有关归类应征收适当关税金额而言，美。 国海关与该集团存在意见分歧，基于评估争辩成功可能性以及最终会否作出拨备仍然为时尚早。 　　该集团预期于３月公布业绩。（ｗｈ）,[],[],0
27,2024020100003764784&&0,祥生控股（02599）2022年度亏损扩至39亿人币，不派息。　　《经济通通讯社1日专讯》祥生控股（02599）公布，截至2022年12月31日止年度业绩，亏损约38.8亿元（人民币．下同），比2021年度亏损2亿元扩大，每股亏损1.27元，不派末期股息,[],['祥生控股'],0
28,2024020621771920006&&0,美斯无出场｜梁齐昕社交网站炮轰美斯　“无耻，香港不欢迎你”。美斯呢嚿豆腐早应该退休，为咗钱久且残存,[],[],0
29,2024021400003253158&&0,【企业盈警】火山邑动（01715）料全年亏损3900万人币。　　《经济通通讯社14日专讯》火山邑动（01715）公布，预期截至去年12月31日止年度亏损净额约3900万元人民币，比2022年同期除税后亏损净额约4360万元人民币有所收窄,[],[],0
30,2024021400003298547&&0,ＫＥＥＰ（０３６５０）核数师罗兵咸永道辞任，罗申美接任。 　　《经济通通讯社１４日专讯》ＫＥＥＰ（０３６５０）公布，罗兵咸永道会计师事务所辞任。 核数师，而罗申美会计师事务所已获委任为新核数师，均自本月９日生效。 　　该集团指，罗兵咸永道未能与该集团就截至去年１２月３１日止年度的业绩达成双方均接受。 的审计时间表，罗兵咸永道辞任函提到，注意到该集团新加坡附属所订市场营销推广协议没有包。 含将提供的服务详细范围、按阶段或里程碑划分的项目时间表等细节，以及在签订市场营销推广。 协议时，仍在商讨该金额的计算基础，并关注香港附属公司支付的若干款项。 　　该集团指，就市场营销推广协议一直与罗兵咸永道保持沟通，提供协议及文件等。（ｗｈ）,[],[],0
31,2024021600006564036&&0,"美斯任代言人　极兔股价大泻16%　股价潜水｜异动股。由球王美斯出任代言人的极兔速递（1519），股价突然下泻，更曾低见10.2元，最新报11.56元，挫16%，成交额为4,690万元。极兔于去年10月27日挂牌，上市价为12元",[],"['球王美斯', '美斯']",0
32,2024022221791248245&&0,信和酒店（01221）中期亏转盈2880.2万元，息1.5仙。  《经济通通讯社22日专讯》信和酒店（01221）公布，截至2023年12月31日止中期纯利2880.2万元，而对上一年同期净亏损5147.2万元。每股基本盈利2.52仙，派中期息1.5仙。  …,[],['信和酒店'],0
33,2024022321781689243&&0,JBB（01903）中期盈转亏301.7万林吉特，不派息。　　《经济通通讯社23日专讯》JBB（01903）公布，截至2023年12月31日止中期净亏损301.7万元（林吉特．下同），而对上一年同期纯利349.1万元。每股基本盈利0.6仙，不派中期息,[],"['JBB', '林吉特']",0
34,2024022321781689516&&0,百奥赛图料去年亏损收窄至3.77亿至3.87亿人币。　　《经济通通讯社23日专讯》百奥赛图（02315）公布，截至2023年12月31日止年度，料亏损约为3.77亿元（人民币．下同）至3.87亿元，而2022年度亏损为6.02亿元。另外，预期收入按年增33.5%至35.4%，至7.13亿元至7.23亿元。研发费用减少约31.4%至32.9%，至4.69亿至4.79亿元,[],[],0
35,2024022521778812628&&0,NIO｜内地电动车蔚来遭摩通削评级及目标价 料缺乏新车不利销售、同行竞争加剧。  股市    摩通唱淡蔚来 （09866） （美：NIO），评级由“中性”下调至“减持”，并将目标股价8.50美元下调至5美元  担心主要有两方面，蔚来今年只有一款“Alps”新车型，同行预计将推出新车，令大众市场竞争加剧 下调蔚来今年收入预测至730亿元人民币。经调整每股亏损预测调高至8.38元人民币 。 摩通唱淡内地电动车品牌蔚来 （09866） （美：NIO），认为其竞争对手推出新车型，但蔚来缺乏新车应对，最终或损害销售。摩通分析师 Nick Lai 将蔚来评级由“中性”下调至“减持”，并将目标股价8.50美元下调41%，至5美元，以上周五收市价5.39推算，潜在跌幅仍有7%。 摩通指出，考虑到蔚来已经下跌的幅度，其降级行动“无疑是迟到了”。摩通解释，蔚来股价向下原因是外界担心蔚来1月份销售缓慢，以及投资者对 2024 年销售和盈利势头的忧虑。摩通提到，截至上周四（22日），蔚来年初起已暴跌 35.5%，相较之下，中国汽车制造商整体市场的跌幅为 18%,"['James Mitchell', '阿布扎', 'Nick Lai', '李斌']",['摩通'],0
36,2024022521778812628&&1, 摩通认为，其对蔚来的担忧主要有两方面，（1）蔚来今年只有一款名为“Alps”的新车型，瞄准大众市场，甚至可能要到第四季才会上市。（2）鉴于包括小鹏汽车 （09868） （美：XPEV）、比亚迪 （01211） 在内的同行预计将推出新车型，“大众市场的竞争可能只会加剧”。摩通提到，小米 （01810） 进军电动车市场，意味大众市场会出现“另一个重要竞争对手”。 摩通将蔚来今年收入预测下调至730亿元人民币。经调整每股亏损预测由7.69元调高至8.38元人民币。摩通表示，潜在积极因素的话，应该来自蔚来一直在削减支出和成本，并且尽管竞争对手降价以保护利润率，但蔚来一直在减少销售折扣。 NIO｜蔚来委任阿布扎比CYVN CIO及前捷豹路虎高管入局董事会 腾讯James Mitchell辞任 。 【电动车】蔚来李斌：综合表现未达标 列三大优先事项 ,"['James Mitchell', '阿布扎', 'Nick Lai', '李斌']",['摩通'],1
37,2024022600003310167&&0,【企业盈警】洲际船务（０２４０９）料全年溢利跌最多７０％。 　　《经济通通讯社２６日专讯》洲际船务（０２４０９）公布，预期截至去年１２月３１日止。 年度溢利减少约６０％至７０％。 　　该集团指，纯利减少主因收入受全球贸易及航运服务需求下降以及市场租船费及运费率下降。 而减少、折旧开支因增加若干控制船舶而增加、而销售、一般及行政开支增加包括上市开支，加。 上融资成本增加，以及分占联营公司溢利净额减少。 　　该集团预期于３月下旬公布业绩。（ｗｈ）,[],[],0
38,2024022621769863304&&0,【企业盈喜】兴证国际料去年亏转盈赚5000万至6000万元。　　《经济通通讯社26日专讯》兴证国际（06058）公布，相对于2022年全年录得税后净亏损约2.97亿元，集团预期2023年度会录得税后纯利在5000万元至6000万元之间,[],[],0
39,2024030500003316164&&0,Vision Deal(7827)年度亏损7332万，不派息。  Vision Deal 公布截至2023年12月底止年度业绩，期内没有收益，惟有其他收入(利息收入扣除汇兑亏损)为4466.9万元，行政开支约1.23亿元，故年度亏损7332.1万元，每股亏损2.93元，不派息。 该公司由2022年1月20日注册成立至2022年12月底止，收益为零，其他收入684.1万元，行政开支6613万元，亏损约1.54亿元，每股亏损6.516元。 *有关业绩的详情，请参阅该公司之正式通告 。 《经济通通讯社5日专讯》,[],['Vision Deal'],0
40,2024030700001685956&&0,澳博去年亏损大幅收窄 不派末期息。【明报专讯】澳门博彩（0880）公布去年底止全年度业绩，受惠于旗舰项目新葡京扭亏为盈，上葡京亏损大幅收窄，股东应占亏损按年大幅收窄74.2%至20.1亿元，继续不派末期息。集团主席何超凤指出，农历年假期日均旅客人数与2019年同期持平，若趋势持续，料对集团旗下博彩营运公司澳娱综合的营运产生积极影响，并认为在专营权内增加24亿澳门元非博彩投资，属合理可控。贵宾厅中场收益均增逾两倍。期内澳博的除息税、折旧及摊销前盈利（EBITDA）为17.27亿元，实现扭亏，但比市场预期的18.4亿元为少。同期净亏损亦较市场预期的10.6亿元为多。该集团股价昨收报2.28元，升0.89%。按业务划分，期内澳博的贵宾博彩转码收益按年增长2.2倍至15.57亿元。中场博彩的毛收益更达178.74亿元，按年大增2.39倍。角子机收益亦达17.73亿元，按年增1.51倍。包括酒店、餐饮及零售等在内的非博彩收益亦达18.15亿元，按年增长1.91倍。年内垫付博彩顾客款项有3050万元逾期，当中140万元逾期90日或以上，但料仍可收回,[],"['EBITDA', '博彩', 'LBITDA', '澳博']",0
41,2024030700001685956&&1,此外，按项目划分，上葡京仍然录得亏损，但是LBITDA大减67.28%至3.17亿元。另一旗舰项目新葡京则扭亏为盈，实现EBITDA达13.25亿元。包括葡京、回力及十六浦等自行推广场亦录得EBITDA共12.58亿元，同实现扭亏。其余9个卫星场则仍然亏损，LBITDA为3.38亿元，但已按年大减46.8%。集团手持现金按年大减48.3%至35.42亿元。资产负债比率则按年减少1个百分点至52.2%。其整体出现流动负债净值8.42亿元。未偿还银行债务达152.36亿元，按年减少37.39亿元,[],"['EBITDA', '博彩', 'LBITDA', '澳博']",1
